AllWISE,RAJ2000,DEJ2000,Im,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,ccf,ex,var,pmRA,e_pmRA,pmDE,e_pmDE,qph,d2M,2M
J030035.20+002338.0,45.1466862,0.3938929,Im,16.792,0.092,16.762,0.296,11.939,,8.841,,,,,,,,hH00,0,nnnn,483,623,836,660,ABUU,,2M
J030034.59+002348.8,45.1441278,0.3969098,Im,17.883,0.201,16.979,,12.628,,8.795,,,,,,,,0h00,0,nnnn,572,1961,-94,2087,BUUU,,2M
J030028.45+002334.2,45.1185422,0.3928491,Im,15.201,0.035,15.215,0.081,12.765,,8.458,,15.831,0.08,15.384,0.124,15.4,0.213,dd00,0,00nn,-15,151,-137,161,AAUU,0.207,2M
J030030.03+002348.4,45.125136,0.3967787,Im,16.55,0.069,16.278,0.199,12.074,0.28,8.621,,,,,,,,0000,0,0nnn,-137,494,-173,516,ABBU,,2M
J030033.20+002357.0,45.1383646,0.3991889,Im,11.242,0.023,11.276,0.021,11.297,0.15,8.82,,11.67,0.024,11.373,0.024,11.316,0.027,0000,0,00nn,-44,28,34,28,AABU,0.077,2M
J030031.40+002402.3,45.1308503,0.4006648,Im,16.319,0.061,16.422,0.212,12.402,,8.942,,,,,,,,0000,0,2nnn,155,401,-644,411,ABUU,,2M
J030031.39+002430.5,45.1307944,0.408475,Im,15.497,0.038,15.247,0.083,12.764,,8.387,,,,,,,,0000,0,00nn,-104,191,38,198,AAUU,,2M
J030042.92+002234.4,45.1788596,0.3762454,Im,15.886,0.047,15.613,0.108,12.671,,8.884,,,,,,,,0000,0,0nnn,-204,267,-783,278,AAUU,,2M
J030043.71+002305.6,45.1821576,0.3849037,Im,17.458,0.147,17.138,,12.262,,9.141,,,,,,,,0000,0,nnnn,-132,1229,-479,1285,BUUU,,2M
J030040.70+002306.4,45.1695982,0.3851387,Im,16.534,0.066,16.506,0.209,12.289,,9.134,,,,,,,,0000,0,1nnn,276,468,126,495,ABUU,,2M
J030041.68+002319.9,45.1736966,0.3888667,Im,17.457,0.136,17.165,0.399,12.012,,9.07,,,,,,,,0000,0,nnnn,773,1126,426,1193,BCUU,,2M
J030044.70+002259.0,45.186273,0.3830669,Im,16.853,0.09,15.663,0.114,12.125,,8.899,,,,,,,,0000,0,nnnn,-202,563,-144,602,ABUU,,2M
J030047.02+002325.4,45.1959268,0.3904007,Im,12.926,0.023,12.914,0.025,12.246,0.383,9.08,,13.918,0.026,13.215,0.03,13.029,0.032,0000,0,11nn,5,40,-55,41,AACU,0.172,2M
J030044.03+002331.3,45.183459,0.3920497,Im,17.597,0.153,17.175,,12.629,,8.914,,,,,,,,0000,0,nnnn,2321,1334,334,1395,BUUU,,2M
J030044.53+002341.8,45.185577,0.3949459,Im,17.712,0.174,16.673,0.271,12.356,,8.78,,,,,,,,0000,0,nnnn,572,1371,-91,1432,BBUU,,2M
J030045.71+002342.9,45.1904763,0.3952559,Im,17.928,0.211,17.428,,12.556,,8.913,,,,,,,,0000,0,nnnn,209,1880,1027,1997,BUUU,,2M
J030040.36+002320.7,45.1681991,0.3890993,Im,15.864,0.043,15.389,0.084,12.453,0.447,8.337,,,,,,,,0h00,0,0nnn,71,248,-418,259,AACU,,2M
J030038.92+002331.1,45.1621794,0.3919876,Im,15.302,0.034,15.143,0.072,12.627,,8.342,,16.386,0.122,15.685,0.134,15.541,0.225,hh00,0,00nn,-104,158,-90,164,AAUU,0.431,2M
J030039.17+002352.0,45.1632181,0.3977835,Im,16.939,0.088,17.421,,12.138,,9.101,,,,,,,,0h00,0,nnnn,-109,714,-625,751,AUUU,,2M
J030043.61+002359.5,45.1817141,0.3998673,Im,17.374,0.13,17.151,0.42,12.764,,9.15,,,,,,,,d000,0,nnnn,148,1101,75,1148,BCUU,,2M
J030043.51+002411.1,45.1813205,0.4031013,Im,17.889,0.212,16.759,,12.681,,9.062,,,,,,,,0000,0,nnnn,-859,1733,440,1870,BUUU,,2M
J030039.90+002404.9,45.1662889,0.401378,Im,15.561,0.037,15.583,0.103,12.658,,8.718,,,,,,,,h000,0,0nnn,-150,196,-264,210,AAUU,,2M
J030041.48+002412.9,45.1728601,0.4035932,Im,10.564,0.023,10.593,0.02,10.501,0.081,8.927,,11.015,0.023,10.654,0.022,10.603,0.021,0000,0,001n,9,27,26,26,AAAU,0.083,2M
J030048.47+002405.1,45.20196,0.4014297,Im,17.698,0.178,16.745,0.295,12.076,,8.317,,,,,,,,0000,0,nnnn,304,1388,-557,1456,BBUU,,2M
J030049.00+002412.5,45.2042042,0.4034956,Im,15.728,0.042,15.67,0.116,12.333,,8.434,,,,,,,,0000,0,0nnn,33,237,-105,245,ABUU,,2M
J030047.76+002421.4,45.1990236,0.4059518,Im,16.582,0.075,16.746,0.298,11.916,,8.989,,,,,,,,0000,0,0nnn,12,545,579,579,ABUU,,2M
J030051.21+002448.8,45.2133794,0.41357,Im,15.176,0.035,14.931,0.06,12.202,,8.969,,,,,,,,0000,0,11nn,81,144,197,150,AAUU,,2M
J030048.90+002433.0,45.2037734,0.409168,Im,16.998,0.096,16.282,0.186,12.041,,8.695,,,,,,,,0000,0,nnnn,466,728,50,782,ABUU,,2M
J030048.60+002440.8,45.2025243,0.4113476,Im,17.017,0.1,16.687,0.268,12.551,0.48,8.796,,,,,,,,0000,0,nnnn,62,761,-1074,810,ABCU,,2M
J030047.84+002446.6,45.1993388,0.4129694,Im,17.543,0.151,17.271,,12.094,,8.996,,,,,,,,0000,0,nnnn,-666,1379,-737,1457,BUUU,,2M
J030047.22+002449.7,45.1967829,0.4138203,Im,17.553,0.161,16.808,0.296,12.613,,8.678,,,,,,,,0000,0,nnnn,-924,1383,364,1463,BBUU,,2M
J030048.39+002501.3,45.2016585,0.417043,Im,17.279,0.119,17.398,0.538,12.639,,9.005,,,,,,,,0000,0,nnnn,-346,975,-94,1026,BCUU,,2M
J030049.13+002509.9,45.2047139,0.4194274,Im,16.573,0.072,16.268,0.194,12.279,,8.983,,,,,,,,0000,0,0nnn,238,482,304,505,ABUU,,2M
J030047.13+002511.0,45.1963817,0.4197374,Im,17.165,0.12,16.935,0.354,12.484,,8.787,,,,,,,,0000,0,nnnn,422,916,-262,971,BBUU,,2M
J030047.06+002529.7,45.1961076,0.424928,Im,17.357,0.128,16.88,0.324,12.609,,8.631,,,,,,,,0000,0,nnnn,-451,1020,-267,1093,BBUU,,2M
J030036.79+002417.9,45.153295,0.4049843,Im,16.43,0.06,16.573,0.241,12.541,,8.99,,,,,,,,0000,0,0nnn,-200,443,298,461,ABUU,,2M
J030039.26+002410.0,45.1636028,0.4027996,Im,15.888,0.045,15.625,0.105,12.054,,8.731,,,,,,,,0000,0,0nnn,-10,261,220,275,AAUU,,2M
J030040.57+002420.5,45.1690489,0.4057194,Im,13.314,0.025,13.221,0.028,12.26,0.344,9.075,,14.529,0.033,13.809,0.039,13.507,0.049,dd00,1,21nn,26,45,10,47,AABU,0.424,2M
J030038.61+002421.6,45.1608793,0.4060263,Im,16.213,0.056,16.532,0.236,11.91,,8.826,,,,,,,,0000,0,0nnn,-357,378,-37,395,ABUU,,2M
J030041.07+002438.8,45.1711359,0.4107924,Im,17.303,0.135,17.399,,12.624,,9.064,,,,,,,,0000,0,nnnn,-275,1078,446,1148,BUUU,,2M
J030038.47+002437.1,45.1602933,0.4103238,Im,17.873,0.203,17.144,,12.16,,8.948,,,,,,,,0000,0,nnnn,-2832,1860,224,1948,BUUU,,2M
J030040.46+002451.9,45.1685925,0.4144174,Im,17.837,0.201,17.432,,12.361,,8.617,,,,,,,,0000,0,nnnn,722,1652,1581,1765,BUUU,,2M
J030033.67+002418.6,45.1403284,0.405188,Im,17.172,0.111,16.725,,12.662,,8.78,,,,,,,,0000,0,nnnn,62,887,1685,936,BUUU,,2M
J030034.30+002427.9,45.1429418,0.4077503,Im,17.371,0.135,16.986,,12.59,,9.051,,,,,,,,0000,0,nnnn,-1185,1064,2340,1136,BUUU,,2M
J030034.56+002447.5,45.1440341,0.4132028,Im,11.639,0.023,11.728,0.022,11.733,0.263,8.866,,12.855,0.048,12.302,0.049,11.926,0.038,0000,1,01nn,0,30,0,30,AABU,0.317,2M
J030035.37+002515.0,45.1474088,0.4208411,Im,17.955,0.218,17.202,0.431,12.203,,8.988,,,,,,,,0000,0,nnnn,-1454,2072,732,2221,BCUU,,2M
J030042.91+002451.9,45.178795,0.4144238,Im,17.628,0.173,17.104,0.397,12.153,,9.079,,,,,,,,0000,0,nnnn,-1925,1371,-2950,1459,BCUU,,2M
J030041.16+002452.3,45.1715094,0.4145472,Im,17.762,0.185,17.214,,12.614,,9.051,,,,,,,,0000,0,nnnn,738,1676,-376,1794,BUUU,,2M
J030043.32+002502.9,45.1805031,0.4174893,Im,17.971,0.209,16.704,0.283,12.504,,9.128,,,,,,,,0000,0,nnnn,-896,1780,1156,1906,BBUU,,2M
J030044.55+002517.3,45.1856539,0.4214866,Im,16.835,0.092,17.257,0.465,12.59,,8.719,,,,,,,,0000,0,nnnn,-352,682,561,730,ACUU,,2M
J030044.61+002547.4,45.1858914,0.4298595,Im,17.595,0.172,16.887,,12.601,,8.524,,,,,,,,0000,0,nnnn,-221,1451,1668,1538,BUUU,,2M
J030039.95+002524.3,45.166464,0.4234241,Im,16.997,0.1,17.334,,12.456,0.496,8.952,,,,,,,,0000,0,0nnn,-14,805,-24,844,AUCU,,2M
J030040.73+002547.8,45.1697186,0.4299578,Im,16.164,0.055,16.085,0.163,12.463,,9.049,,,,,,,,0000,0,1nnn,503,340,-146,362,ABUU,,2M
J030040.98+002558.3,45.1707546,0.4328633,Im,17.091,0.106,16.35,0.203,12.545,,9.01,,,,,,,,0000,0,nnnn,-764,828,591,875,ABUU,,2M
J030038.46+002535.3,45.1602817,0.4264897,Im,17.855,0.209,17.458,,12.181,,8.613,,,,,,,,0000,0,nnnn,-787,1642,2413,1741,BUUU,,2M
J030038.03+002552.2,45.1584942,0.4311931,Im,17.762,0.177,17.3,,12.174,,8.814,,,,,,,,0000,0,nnnn,1450,1617,-1007,1720,BUUU,,2M
J030042.68+002557.3,45.1778501,0.4325944,Im,17.699,0.18,16.743,0.295,12.592,,8.417,,,,,,,,0000,0,nnnn,-385,1503,-31,1590,BBUU,,2M
J030044.39+002619.7,45.1849645,0.4388261,Im,17.379,0.14,17.226,0.448,12.558,,8.77,,,,,,,,0000,0,nnnn,305,1116,-858,1188,BCUU,,2M
J030040.98+002618.5,45.1707541,0.4384922,Im,16.436,0.067,15.806,0.13,12.772,,8.296,,,,,,,,0000,0,0nnn,528,424,415,453,ABUU,,2M
J025915.22+000930.1,44.8134503,0.158375,Im,17.114,0.119,16.582,0.282,12.751,,9.129,,,,,,,,0000,0,nnnn,-695,860,340,885,BBUU,,2M
J025916.51+000941.3,44.8188262,0.161496,Im,17.094,0.11,17.061,0.398,12.802,,8.797,,,,,,,,0000,0,nnnn,1701,875,585,911,BCUU,,2M
J025921.83+001011.6,44.840977,0.1699052,Im,17.261,0.119,17.144,0.43,12.753,,9.344,,,,,,,,0000,0,nnnn,-1191,978,-644,1010,BCUU,,2M
J025915.40+001003.4,44.8141826,0.1676284,Im,13.894,0.026,13.971,0.039,12.771,0.532,9.012,,14.61,0.038,14.078,0.049,13.942,0.061,0000,0,11nn,-39,62,103,63,AACU,0.065,2M
J025915.25+001029.6,44.8135726,0.1749159,Im,17.624,0.181,16.835,,12.612,,9.239,,,,,,,,0000,0,nnnn,-428,1670,-109,1707,BUUU,,2M
J025918.76+001033.9,44.8281702,0.1760939,Im,16.887,0.091,16.605,0.257,12.567,,8.856,,,,,,,,0000,0,nnnn,-605,639,-58,665,ABUU,,2M
J025922.51+001012.8,44.8438095,0.1702476,Im,17.55,0.155,17.07,0.418,12.837,,9.234,,,,,,,,0000,0,nnnn,1363,1272,852,1341,BCUU,,2M
J025923.72+001013.6,44.8488654,0.1704476,Im,17.137,0.113,17.204,0.48,12.812,,9.291,,,,,,,,0000,0,nnnn,-1402,912,141,936,BCUU,,2M
J025923.87+001031.2,44.8494898,0.1753581,Im,17.611,0.169,16.786,,12.531,,8.893,,,,,,,,0000,0,nnnn,-2665,1442,1144,1528,BUUU,,2M
J025924.06+001047.3,44.8502873,0.179819,Im,17.424,0.142,16.537,0.263,12.145,,9.205,,,,,,,,0000,0,nnnn,367,1059,122,1113,BBUU,,2M
J025921.33+001040.4,44.8388757,0.1779129,Im,17.131,0.108,16.684,0.285,12.672,,8.873,,,,,,,,0000,0,nnnn,-1928,832,561,888,ABUU,,2M
J025925.60+001042.6,44.8566788,0.1785116,Im,17.159,0.111,16.698,,12.855,,9.074,,,,,,,,0000,0,nnnn,880,824,752,871,BUUU,,2M
J025925.12+001114.6,44.8546709,0.1873944,Im,17.196,0.116,16.79,0.301,12.876,,9.418,,,,,,,,0000,0,nnnn,-199,845,-148,888,BBUU,,2M
J025919.47+001050.7,44.8311601,0.1807585,Im,17.327,0.127,17.17,,12.116,,8.782,,,,,,,,0000,0,nnnn,-239,987,-528,1032,BUUU,,2M
J025920.47+001101.9,44.8353112,0.1838848,Im,16.491,0.066,16.304,0.193,12.742,,9.078,,,,,,,,0000,0,0nnn,665,445,739,462,ABUU,,2M
J025921.10+001117.2,44.8379412,0.1881265,Im,17.499,0.151,16.438,0.218,12.176,,9.046,,,,,,,,0000,0,nnnn,-135,1130,-956,1192,BBUU,,2M
J025918.96+001113.4,44.8290225,0.1870687,Im,17.647,0.167,16.769,,12.146,,9.268,,,,,,,,0000,0,nnnn,844,1281,-2039,1346,BUUU,,2M
J025920.42+001132.9,44.8350836,0.1924735,Im,16.176,0.055,15.993,0.157,12.82,,9.195,,,,,,,,0000,0,0nnn,615,335,-231,344,ABUU,,2M
J025921.75+001137.9,44.8406632,0.1938707,Im,14.94,0.032,14.694,0.056,12.386,,9.302,,16.08,0.091,15.429,0.093,15.241,0.179,0000,0,00nn,225,118,-84,121,AAUU,0.135,2M
J025923.02+001148.7,44.8459171,0.1968723,Im,17.555,0.161,17.286,0.467,12.755,,9.266,,,,,,,,0000,0,nnnn,357,1305,-29,1348,BCUU,,2M
J025913.48+001024.4,44.8062013,0.1734599,Im,15.142,0.034,14.969,0.066,12.813,,8.979,,16.193,0.102,15.513,0.105,15.523,0.225,0000,0,00nn,-172,135,-216,141,AAUU,0.407,2M
J025912.53+001024.2,44.8022242,0.1733898,Im,15.42,0.037,15.306,0.085,12.864,,9.235,,15.906,0.094,15.508,0.1,15.371,0.18,0000,0,0nnn,-135,171,96,178,AAUU,0.039,2M
J025914.11+001040.5,44.808821,0.1779371,Im,17.315,0.137,16.597,0.262,12.245,,8.803,,,,,,,,0000,0,nnnn,763,1001,-240,1056,BBUU,,2M
J025913.02+001031.9,44.8042727,0.1755434,Im,16.142,0.055,15.839,0.14,12.47,0.371,9.106,,,,,,,,0000,0,1nnn,623,322,208,339,ABCU,,2M
J025910.83+001047.8,44.7951586,0.1799633,Im,17.675,0.189,17.178,0.455,12.422,,9.206,,,,,,,,0000,0,nnnn,-578,1481,1462,1518,BCUU,,2M
J025912.58+001102.7,44.8024507,0.1840913,Im,15.279,0.035,15.186,0.081,12.652,,9.162,,16.717,0.162,15.717,0.115,15.61,0.249,0000,0,00nn,20,152,51,158,AAUU,0.432,2M
J025915.08+001043.3,44.8128349,0.1787221,Im,16.756,0.085,16.12,0.178,12.331,0.353,9.049,0.45,,,,,,,0000,0,nnnn,-276,576,446,598,ABBC,,2M
J025914.25+001059.4,44.8093833,0.1831848,Im,16.381,0.063,16.116,0.179,12.716,0.492,9.086,,,,,,,,0000,0,1nnn,523,404,-33,426,ABCU,,2M
J025916.46+001105.4,44.8186245,0.184834,Im,17.463,0.151,17.238,,12.723,,8.513,,,,,,,,0000,0,nnnn,-1001,1235,311,1291,BUUU,,2M
J025910.99+001102.3,44.7958139,0.1839906,Im,14.029,0.026,14.076,0.041,12.721,,8.516,,14.502,0.033,14.175,0.032,14.173,0.079,0000,0,00nn,-80,64,-76,67,AAUU,0.17,2M
J025909.44+001115.5,44.7893385,0.1876544,Im,17.713,0.191,16.938,,12.648,,9.229,,,,,,,,0000,0,nnnn,4755,1535,-73,1593,BUUU,,2M
J025910.06+001130.0,44.7919174,0.1916879,Im,17.649,0.18,16.983,,12.305,,9.162,,,,,,,,0000,0,nnnn,3638,1309,-995,1374,BUUU,,2M
J025913.18+001134.4,44.8049531,0.1929028,Im,16.318,0.062,16.373,0.225,12.221,,8.981,,,,,,,,0000,0,0nnn,-187,396,-49,415,ABUU,,2M
J025918.07+001138.8,44.825307,0.1941349,Im,17.084,0.107,16.395,0.218,12.604,,9.215,,,,,,,,0000,0,nnnn,416,790,-271,832,ABUU,,2M
J025919.52+001148.5,44.8313338,0.1968331,Im,17.9,0.212,16.875,,12.458,,9.057,,,,,,,,0000,0,nnnn,-2723,1994,-208,2100,BUUU,,2M
J025916.92+001158.9,44.8205185,0.1997057,Im,17.68,0.184,17.39,,12.59,,8.79,,,,,,,,0000,0,nnnn,-1296,1387,2865,1491,BUUU,,2M
J025920.07+001203.7,44.8336269,0.2010496,Im,17.556,0.155,16.761,,12.473,0.368,8.777,,,,,,,,0000,0,nnnn,681,1237,-2416,1304,BUCU,,2M
J025922.51+001222.9,44.8437979,0.2063859,Im,17.053,0.105,16.613,0.286,12.887,,9.202,,,,,,,,0000,0,nnnn,-408,747,-68,793,ABUU,,2M
J025918.98+001231.4,44.8291135,0.2087299,Im,15.44,0.039,15.143,0.08,12.813,,9.231,,16.696,0.168,16.186,0.197,15.549,,0000,0,01nn,-53,180,-97,186,AAUU,0.829,2M
J025920.43+001223.8,44.8351364,0.2066302,Im,16.742,0.08,16.59,0.254,12.846,,9.226,,,,,,,,0000,0,1nnn,-531,571,670,589,ABUU,,2M
J025915.48+001221.6,44.8145288,0.2060043,Im,16.722,0.085,16.612,0.263,12.416,,8.65,,,,,,,,0000,0,nnnn,-343,580,104,614,ABUU,,2M
J025913.75+001224.2,44.8073171,0.2067437,Im,17.537,0.166,17.019,0.388,12.586,,9.048,,,,,,,,0000,0,nnnn,-3466,1161,2195,1222,BCUU,,2M
J025915.80+001238.5,44.8158554,0.2107152,Im,15.17,0.034,15.064,0.073,12.333,,9.058,,16.238,0.102,15.509,0.103,15.5,0.214,0000,0,11nn,362,146,-12,152,AAUU,0.33,2M
J025914.60+001231.6,44.810869,0.208803,Im,15.879,0.048,15.391,0.095,12.659,,8.727,,,,,,,,0000,0,1nnn,-73,263,-38,278,AAUU,,2M
J025917.75+001253.6,44.8239861,0.2149041,Im,15.988,0.047,16.176,0.182,12.779,0.53,8.73,,,,,,,,0000,0,0nnn,-423,286,-248,296,ABCU,,2M
J025918.30+001313.2,44.8262663,0.2203601,Im,16.961,0.092,16.136,0.162,12.766,,9.096,,,,,,,,0000,0,nnnn,-1267,660,-388,690,ABUU,,2M
J025927.74+001133.2,44.8655914,0.1925738,Im,17.386,0.14,16.924,,12.579,,8.764,,,,,,,,0000,0,nnnn,126,1144,734,1171,BUUU,,2M
J025928.33+001202.1,44.8680571,0.2005946,Im,15.469,0.038,15.301,0.083,12.673,,9.211,,16.333,0.114,15.966,0.162,15.434,0.213,0000,0,0nnn,-33,182,-361,190,AAUU,0.256,2M
J025931.83+001207.7,44.8826419,0.2021629,Im,15.722,0.044,15.314,0.09,12.249,0.338,9.107,,,,,,,,0000,0,0nnn,507,233,76,243,AABU,,2M
J025933.19+001221.0,44.8883325,0.2058338,Im,14.993,0.034,14.725,0.06,12.149,,9.141,,16.679,0.163,15.816,0.161,15.519,0.227,0000,0,00nn,-158,134,-51,141,AAUU,0.66,2M
J025930.21+001221.4,44.8759124,0.2059696,Im,17.165,0.109,16.682,0.282,12.392,,9.251,,,,,,,,0000,0,nnnn,740,843,83,891,BBUU,,2M
J025930.74+001232.6,44.8781205,0.2090729,Im,16.298,0.06,16.027,0.159,12.127,,9.234,,,,,,,,0000,0,0nnn,330,384,-734,403,ABUU,,2M
J025926.29+001225.5,44.8595738,0.2071104,Im,15.95,0.049,16.076,0.171,12.737,,9.143,,,,,,,,0000,0,0nnn,-278,279,-227,293,ABUU,,2M
J025923.99+001223.7,44.8499647,0.206598,Im,16.309,0.059,16.554,0.251,12.684,,9.202,,,,,,,,0000,0,0nnn,-204,377,224,393,ABUU,,2M
J025926.90+001236.3,44.8621142,0.2100836,Im,17.575,0.159,17.271,0.477,12.884,,9.29,,,,,,,,0000,0,nnnn,-663,1363,-397,1435,BCUU,,2M
J025927.74+001244.6,44.8656175,0.2123893,Im,16.792,0.087,17.076,0.391,12.721,,9.1,0.464,,,,,,,0000,0,nnnn,0,637,0,663,ACUC,,2M
J025927.79+001258.5,44.8657939,0.2162586,Im,17.25,0.123,16.759,0.297,12.312,0.338,8.642,,,,,,,,0000,0,nnnn,-756,892,1595,941,BBBU,,2M
J025929.42+001309.0,44.8725896,0.2191711,Im,16.124,0.053,15.64,0.123,12.63,0.451,9.083,,,,,,,,0000,0,0nnn,-2,322,-579,333,ABCU,,2M
J025934.91+001236.0,44.8954922,0.2100101,Im,17.349,0.138,16.68,,12.726,,9.264,,,,,,,,0000,0,nnnn,-320,1166,-161,1210,BUUU,,2M
J025933.91+001305.3,44.8913076,0.2181552,Im,17.914,0.216,17.412,,12.809,,9.156,,,,,,,,0000,0,nnnn,2551,1978,-1312,2085,BUUU,,2M
J025932.74+001313.4,44.886431,0.2204122,Im,13.716,0.025,13.689,0.036,12.513,0.438,8.887,,14.755,0.036,14.103,0.038,13.946,0.068,0000,0,11nn,81,57,-18,58,AACU,0.367,2M
J025935.99+001320.0,44.8999687,0.2222469,Im,15.043,0.033,14.915,0.065,12.083,,9.285,,,,,,,,0000,0,00nn,32,134,106,138,AAUU,,2M
J025938.37+001324.6,44.9099121,0.2235237,Im,17.435,0.145,17.33,0.514,12.357,,8.715,,,,,,,,0000,0,nnnn,1270,1195,73,1259,BCUU,,2M
J025934.52+001323.1,44.8938365,0.223091,Im,15.612,0.041,15.274,0.086,12.565,,9.323,,,,,,,,0000,0,0nnn,-426,206,290,213,AAUU,,2M
J025935.29+001342.3,44.8970796,0.2284209,Im,16.765,0.086,16.918,0.34,12.418,0.359,9.056,,,,,,,,0000,0,1nnn,-1504,584,662,621,ABCU,,2M
J025931.06+001307.5,44.8794292,0.2187525,Im,16.932,0.099,17.373,,12.519,,8.86,,,,,,,,0000,0,nnnn,-163,730,-256,782,AUUU,,2M
J025930.01+001312.3,44.8750538,0.2200978,Im,16.875,0.09,16.55,0.25,12.306,,9.161,,,,,,,,0000,0,nnnn,1086,647,-670,674,ABUU,,2M
J025933.56+001326.1,44.8898573,0.2239223,Im,17.147,0.112,17.106,0.413,12.843,,8.986,,,,,,,,0000,0,nnnn,506,924,-427,970,BCUU,,2M
J025929.68+001333.2,44.8736707,0.2259112,Im,16.619,0.077,16.863,0.348,12.786,,8.986,,,,,,,,0000,0,0nnn,441,569,494,585,ABUU,,2M
J025930.38+001334.4,44.8765998,0.2262228,Im,17.14,0.115,16.707,0.3,12.479,,9.069,,,,,,,,0000,0,nnnn,1361,845,1853,876,BBUU,,2M
J025930.76+001337.9,44.8781755,0.2271976,Im,17.312,0.132,16.667,,12.657,,8.929,,,,,,,,0000,0,nnnn,641,1127,523,1174,BUUU,,2M
J025932.09+001340.1,44.8837411,0.2278162,Im,15.184,0.036,15.129,0.081,12.733,0.52,9.258,,,,,,,,0000,2,00nn,-272,154,-70,164,AACU,,2M
J025934.49+001403.6,44.8937105,0.2343598,Im,15.571,0.04,15.262,0.083,12.273,,9.024,,,,,,,,0000,0,0nnn,325,206,-64,212,AAUU,,2M
J025932.88+001351.7,44.8870379,0.2310381,Im,14.61,0.043,14.198,0.055,11.941,,9.173,,,,,,,,0000,3,75nn,-255,118,-104,122,AAUU,,2M
J025932.54+001354.3,44.8856021,0.2317554,Im,12.969,0.024,12.75,0.026,12.178,,9.09,,15.299,0.087,14.615,0.124,13.945,0.105,0000,5,00nn,54,40,-62,40,AAUU,0.133,2M
J025932.03+001406.9,44.8834949,0.2352616,Im,14.723,0.034,14.518,0.054,12.177,,8.578,,,,,,,,0000,2,01nn,-55,110,231,120,AAUU,,2M
J025933.85+001419.2,44.8910784,0.2386707,Im,16.797,0.085,17.269,0.493,12.793,,8.847,,,,,,,,0000,0,nnnn,-468,632,-40,668,ACUU,,2M
J025922.89+001254.4,44.8453872,0.2151121,Im,16.748,0.082,16.413,0.218,12.057,,8.614,,,,,,,,0000,0,0nnn,-406,576,-78,614,ABUU,,2M
J025921.90+001256.3,44.8412771,0.2156562,Im,17.329,0.129,17.33,0.478,12.647,,9.031,,,,,,,,0000,0,nnnn,449,1051,-270,1107,BCUU,,2M
J025926.60+001305.2,44.8608614,0.2181117,Im,15.338,0.036,15.066,0.075,12.77,,9.273,,,,,,,,0000,0,01nn,246,164,37,170,AAUU,,2M
J025926.87+001331.4,44.8619889,0.2254136,Im,15.836,0.045,15.504,0.106,12.409,,8.879,,,,,,,,0000,0,1nnn,-85,250,-142,264,AAUU,,2M
J025924.30+001319.1,44.8512661,0.2219861,Im,17.93,0.219,17.256,0.48,12.155,,8.845,,,,,,,,0000,0,nnnn,1215,1856,-708,1962,BCUU,,2M
J025925.24+001328.0,44.8552035,0.2244603,Im,16.629,0.075,16.22,0.184,12.614,0.439,8.793,,,,,,,,0000,0,nnnn,-215,495,-508,524,ABCU,,2M
J025923.67+001320.5,44.8486506,0.2223844,Im,17.72,0.176,17.405,,12.698,,9.036,,,,,,,,0000,0,nnnn,1228,1510,-2521,1574,BUUU,,2M
J025924.58+001342.1,44.8524365,0.2283618,Im,17.397,0.135,16.802,,12.513,,9.19,,,,,,,,0000,0,nnnn,-1012,1128,368,1157,BUUU,,2M
J025925.75+001345.3,44.8573016,0.2292536,Im,17.794,0.183,17.003,,12.405,,9.319,,,,,,,,0000,0,nnnn,129,1849,-364,1906,BUUU,,2M
J025921.59+001320.4,44.8399903,0.2223382,Im,15.945,0.05,15.549,0.113,12.284,0.373,9.083,0.46,,,,,,,0000,0,0nnn,-213,274,128,287,ABCC,,2M
J025922.35+001323.8,44.8431476,0.2232892,Im,17.534,0.163,16.718,,12.403,,8.676,,,,,,,,0000,0,nnnn,-264,1301,516,1363,BUUU,,2M
J025918.61+001324.1,44.8275568,0.2233714,Im,16.539,0.071,16.273,0.198,12.504,,9.174,,,,,,,,0000,0,1nnn,454,480,582,491,ABUU,,2M
J025920.56+001333.5,44.8356801,0.2259925,Im,17.612,0.169,17.42,,12.797,,9.271,,,,,,,,0000,0,nnnn,221,1380,-9,1456,BUUU,,2M
J025920.81+001354.0,44.8367121,0.2316694,Im,17.416,0.143,16.897,,12.275,,9.059,,,,,,,,0000,0,nnnn,98,1157,-402,1196,BUUU,,2M
J025923.46+001341.7,44.8477733,0.2282722,Im,15.992,0.05,15.861,0.137,11.944,0.283,8.616,,,,,,,,0000,0,0nnn,0,297,0,310,ABBU,,2M
J025924.14+001352.1,44.8506119,0.2311404,Im,17.101,0.105,16.25,0.183,12.755,,8.853,,,,,,,,0000,0,nnnn,-396,704,-531,741,ABUU,,2M
J025922.70+001417.5,44.8446054,0.2382153,Im,17.25,0.127,16.815,,12.367,,8.814,,,,,,,,0000,0,nnnn,-207,1073,183,1130,BUUU,,2M
J025923.32+001424.2,44.8471934,0.2400753,Im,17.063,0.109,17.249,0.464,12.671,,9.058,,,,,,,,0000,0,nnnn,-2010,838,1099,881,ACUU,,2M
J025928.79+001333.3,44.8699634,0.2259431,Im,16.94,0.092,17.012,0.373,12.811,,9.271,,,,,,,,0000,0,0nnn,-115,678,539,716,ACUU,,2M
