AllWISE,RAJ2000,DEJ2000,Im,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,ccf,ex,var,pmRA,e_pmRA,pmDE,e_pmDE,qph,d2M,2M
J030004.78+001309.1,45.0199571,0.219212,Im,16.67,0.075,15.319,0.085,12.105,,8.95,,,,,,,,hh00,0,0nnn,-966,446,-47,475,AAUU,,2M
J030008.21+001302.4,45.0342087,0.2173523,Im,16.034,0.049,16.841,0.32,12.068,,8.797,,,,,,,,hH00,0,0nnn,359,330,-14,350,ABUU,,2M
J030009.68+001318.9,45.040339,0.221923,Im,15.413,0.038,15.736,0.119,12.111,,9.112,,,,,,,,hH00,0,0nnn,266,208,-76,216,ABUU,,2M
J030002.47+001302.7,45.0103092,0.217432,Im,16.854,0.094,16.636,0.29,12.652,0.476,8.859,,,,,,,,hh00,0,nnnn,-387,669,-148,709,ABCU,,2M
J030001.24+001314.7,45.0051764,0.2207745,Im,17.851,0.208,16.776,,12.179,,9.178,,,,,,,,0000,0,nnnn,861,1771,-440,1877,BUUU,,2M
J030004.57+001344.5,45.0190445,0.2290429,Im,16.288,0.086,16.551,0.29,12.707,,9.095,,,,,,,,hH00,0,nnnn,2109,591,109,593,ABUU,,2M
J030013.54+001452.3,45.0564423,0.2478678,Im,17.453,0.154,16.917,0.357,12.644,,8.844,,,,,,,,hh00,0,nnnn,100,1209,711,1254,BCUU,,2M
J030008.22+001407.4,45.0342587,0.2353973,Im,5.97,0.113,5.921,0.039,5.985,0.015,5.905,0.042,6.606,0.023,6.133,0.024,6.019,0.02,0000,0,0011,54,29,280,27,BAAA,0.354,2M
J025949.26+001209.5,44.9552643,0.2026409,Im,16.851,0.09,16.591,,12.684,,9.187,,,,,,,,0000,0,nnnn,-1296,679,-1404,711,AUUU,,2M
J025951.70+001233.8,44.9654562,0.2093942,Im,16.035,0.052,15.565,0.111,11.711,0.198,8.566,,,,,,,,0000,0,0nnn,260,317,488,335,ABBU,,2M
J025947.11+001209.7,44.9463315,0.2027043,Im,16.978,0.097,16.329,0.204,12.527,0.455,9.09,,,,,,,,0000,0,nnnn,-1141,684,1279,731,ABCU,,2M
J025945.98+001230.0,44.9416052,0.2083405,Im,16.949,0.096,16.593,0.258,12.23,,9.341,,,,,,,,0000,0,nnnn,204,718,296,754,ABUU,,2M
J025949.35+001228.3,44.9556493,0.2078627,Im,17.291,0.132,17.094,0.437,12.151,,8.657,,,,,,,,0000,0,nnnn,-672,1100,-254,1141,BCUU,,2M
J025947.58+001258.6,44.9482633,0.2162944,Im,16.63,0.074,16.594,0.267,12.727,,8.898,,,,,,,,0000,0,1nnn,126,507,-679,539,ABUU,,2M
J025953.98+001231.1,44.9749407,0.2086558,Im,15.64,0.042,15.348,0.09,12.672,,8.687,,,,,,,,0000,0,0nnn,251,214,-430,222,AAUU,,2M
J025955.87+001303.3,44.9827989,0.2175839,Im,17.074,0.108,16.979,0.37,12.703,,8.52,,,,,,,,0000,0,nnnn,-1136,829,227,857,ACUU,,2M
J025953.26+001250.2,44.9719238,0.2139546,Im,17.227,0.123,16.909,0.366,12.256,,9.175,,,,,,,,0000,0,nnnn,-345,953,-1021,1000,BCUU,,2M
J025952.70+001255.2,44.9696056,0.2153406,Im,16.441,0.064,16.416,0.222,12.21,,9.312,,,,,,,,0000,0,0nnn,-442,440,3,457,ABUU,,2M
J025953.35+001307.5,44.9723005,0.2187506,Im,17.257,0.126,16.648,,12.733,0.531,9.172,,,,,,,,0000,0,nnnn,260,999,92,1044,BUCU,,2M
J025954.28+001302.2,44.9761686,0.2173013,Im,15.481,0.037,15.753,0.131,12.7,,9.192,,16.023,0.095,15.687,0.13,15.624,,0000,0,0nnn,322,189,-78,200,ABUU,0.12,2M
J025953.99+001315.8,44.9749978,0.2210753,Im,16.514,0.069,16.59,0.25,12.721,0.524,9.136,,,,,,,,0000,0,0nnn,299,507,773,527,ABCU,,2M
J025956.59+001322.1,44.9858264,0.2228102,Im,16.441,0.067,15.565,0.11,12.318,0.361,8.97,,,,,,,,0000,0,0nnn,-764,414,-241,443,ABCU,,2M
J025957.51+001332.6,44.9896526,0.2257252,Im,15.166,0.034,14.653,0.056,11.087,0.132,8.484,0.321,,,,,,,0000,0,00nn,-31,155,-77,164,AABB,,2M
J025951.95+001326.3,44.9664742,0.2239932,Im,15.642,0.041,15.376,0.097,12.512,,9.197,,,,,,,,0000,0,0nnn,-284,213,-263,221,AAUU,,2M
J025953.75+001338.9,44.9739947,0.2274799,Im,14.647,0.028,14.501,0.051,12.558,,9.183,,16.267,0.131,15.656,0.134,15.102,0.174,0000,0,11nn,-1,94,-55,97,AAUU,0.765,2M
J025955.74+001409.7,44.9822695,0.2360316,Im,17.42,0.145,16.884,0.343,12.806,,9.162,,,,,,,,0000,0,nnnn,-82,1135,-144,1194,BBUU,,2M
J025953.39+001352.7,44.9724773,0.2313223,Im,17.242,0.126,17.353,0.495,12.274,,9.193,,,,,,,,0000,0,nnnn,1529,946,-966,985,BCUU,,2M
J025954.82+001410.2,44.9784451,0.2361719,Im,16.883,0.095,16.593,0.279,12.757,,9.113,,,,,,,,0000,0,nnnn,140,690,677,731,ABUU,,2M
J025943.20+001233.2,44.9300371,0.2092385,Im,17.309,0.123,16.869,,12.682,,9.029,,,,,,,,0000,0,nnnn,865,1069,1451,1123,BUUU,,2M
J025945.71+001239.7,44.9404885,0.2110286,Im,17.339,0.136,17.023,0.378,12.555,0.472,9.289,,,,,,,,0000,0,nnnn,2070,1009,-1552,1066,BCCU,,2M
J025945.17+001256.8,44.9382128,0.2157932,Im,17.078,0.109,16.386,0.21,12.436,,9.113,,,,,,,,0000,0,nnnn,-1139,795,-727,837,ABUU,,2M
J025943.64+001311.2,44.9318404,0.2198014,Im,17.499,0.15,16.578,0.266,12.549,,8.834,,,,,,,,0000,0,nnnn,1728,1135,1254,1209,BBUU,,2M
J025945.98+001328.3,44.9416144,0.2245385,Im,17.898,0.212,17.388,0.542,12.201,,8.943,,,,,,,,0000,0,nnnn,1563,1646,-3631,1706,BCUU,,2M
J025941.75+001256.1,44.9239922,0.215592,Im,16.72,0.081,15.89,0.144,12.542,,9.076,,,,,,,,0000,0,0nnn,-524,549,-916,574,ABUU,,2M
J025942.63+001308.8,44.9276557,0.2191325,Im,12.828,0.024,12.891,0.027,12.359,,9.082,,13.49,0.025,12.979,0.027,12.868,0.032,0000,0,11nn,0,38,0,39,AAUU,0.227,2M
J025941.00+001308.0,44.9208339,0.2189039,Im,14.546,0.029,14.379,0.047,12.092,,8.629,,15.776,0.077,15.281,0.1,14.781,0.13,0000,0,11nn,-31,90,240,92,AAUU,0.775,2M
J025942.77+001339.2,44.9282116,0.2275806,Im,14.566,0.03,14.48,0.051,12.807,,9.197,,15.512,0.063,14.843,0.068,14.927,0.144,0000,0,00nn,17,93,22,96,AAUU,0.468,2M
J025941.04+001341.1,44.9210409,0.2281083,Im,17.186,0.118,16.69,,12.854,,9.147,,,,,,,,0000,0,nnnn,-269,887,-755,908,BUUU,,2M
J025944.46+001340.1,44.9352704,0.2278086,Im,16.534,0.069,16.577,0.264,12.28,,8.975,,,,,,,,0000,0,0nnn,-474,485,874,515,ABUU,,2M
J025949.81+001402.5,44.9575719,0.2340464,Im,16.645,0.079,16.707,0.298,12.744,,8.84,,,,,,,,0000,0,nnnn,333,560,-133,598,ABUU,,2M
J025948.36+001400.8,44.9515353,0.2335589,Im,15.064,0.033,14.824,0.064,12.617,0.461,9.223,,16.939,0.201,15.893,0.16,15.088,,0000,0,11nn,38,137,-132,144,AACU,0.325,2M
J025947.88+001404.9,44.9495413,0.2347222,Im,16.225,0.059,15.911,0.15,12.602,0.493,9.059,0.528,,,,,,,0000,0,1nnn,229,393,276,414,ABCC,,2M
J025951.65+001405.5,44.9652323,0.2348622,Im,16.668,0.079,16.348,0.218,12.848,,8.657,,,,,,,,0000,0,0nnn,-46,542,-579,566,ABUU,,2M
J025953.41+001416.5,44.9725662,0.2379251,Im,12.018,0.022,11.94,0.023,12.252,0.335,9.218,,12.962,0.025,12.338,0.027,12.145,0.03,0000,0,00nn,95,31,-56,31,AABU,1.123,2M
J025952.33+001457.7,44.9680533,0.2493864,Im,16.731,0.085,16.586,0.271,12.096,,9.243,,,,,,,,0000,0,nnnn,-66,597,353,640,ABUU,,2M
J025947.33+001414.0,44.9472246,0.2372332,Im,17.404,0.165,16.688,,12.473,0.487,8.784,,,,,,,,0000,0,nnnn,596,1371,-864,1453,BUCU,,2M
J025948.61+001428.4,44.9525748,0.2412336,Im,15.721,0.043,15.317,0.09,12.659,0.503,8.839,,17.038,0.222,16.735,0.345,15.389,0.191,0000,0,1nnn,45,236,101,250,AACU,0.248,2M
J025949.10+001454.7,44.9546239,0.248551,Im,17.516,0.164,17.152,0.415,12.031,,8.725,,,,,,,,0000,0,nnnn,212,1288,2010,1365,BCUU,,2M
J030000.20+001332.9,45.0008386,0.2258142,Im,16.74,0.084,16.495,0.244,12.843,,8.856,,,,,,,,0000,0,nnnn,-288,634,-598,664,ABUU,,2M
J025959.71+001350.1,44.9988008,0.230594,Im,14.805,0.031,14.786,0.064,12.332,,8.67,,15.487,0.078,15.353,0.117,15.055,0.156,0000,0,00nn,62,110,92,115,AAUU,0.461,2M
J025958.37+001417.0,44.9932108,0.238073,Im,17.657,0.187,17.45,,12.115,,9.179,0.541,,,,,,,0000,0,nnnn,688,1375,66,1460,BUUC,,2M
J025958.73+001441.3,44.9947253,0.2448089,Im,17.259,0.134,17.015,0.403,12.775,,9.031,,,,,,,,0000,0,nnnn,-215,1025,-51,1079,BCUU,,2M
J025955.07+001436.6,44.9794776,0.2435098,Im,17.537,0.158,17.022,0.384,12.484,,9.082,,,,,,,,0000,0,nnnn,1767,1274,-85,1362,BCUU,,2M
J025956.99+001441.1,44.9874839,0.2447681,Im,17.32,0.137,16.791,0.3,12.638,,8.679,,,,,,,,0000,0,nnnn,334,1098,-729,1144,BBUU,,2M
J025959.39+001442.3,44.9974912,0.2451021,Im,16.915,0.097,16.808,0.312,12.808,0.529,9.268,,,,,,,,0000,0,nnnn,31,709,219,748,ABCU,,2M
J030005.24+001515.2,45.0218557,0.2542461,Im,15.779,0.043,16.644,0.283,12.713,,9.061,,,,,,,,hh00,0,0nnn,89,267,-261,279,ABUU,,2M
J030006.98+001526.7,45.0291021,0.2574401,Im,16.602,0.07,16.772,,12.511,0.424,8.675,,,,,,,,hH00,0,0nnn,536,520,-287,541,AUCU,,2M
J030008.98+001541.8,45.0374188,0.2616174,Im,14.191,0.026,14.033,0.04,12.526,,9.115,,15.242,0.057,14.611,0.058,14.404,0.084,hh00,0,00nn,-80,71,-20,74,AAUU,0.252,2M
J030007.43+001559.5,45.0309662,0.2665336,Im,16.475,0.068,16.355,0.213,12.091,,9.151,,,,,,,,0h00,0,0nnn,-711,462,-1652,480,ABUU,,2M
J030001.12+001536.6,45.0046819,0.2601715,Im,17.563,0.161,16.387,0.223,12.776,0.486,9.144,,,,,,,,0000,0,nnnn,71,1145,604,1227,BBCU,,2M
J030001.40+001549.2,45.0058368,0.2636878,Im,17.691,0.184,16.808,0.343,12.127,,9.128,,,,,,,,0000,0,nnnn,-42,1597,-468,1716,BBUU,,2M
J030003.10+001613.0,45.01293,0.2703011,Im,17.748,0.184,16.127,0.183,12.646,,8.676,0.366,,,,,,,0000,0,nnnn,137,1146,-478,1248,BBUC,,2M
J030004.93+001617.8,45.0205809,0.2716273,Im,17.162,0.115,16.448,0.243,12.3,0.357,9.088,,,,,,,,0000,0,nnnn,-316,860,826,907,BBCU,,2M
J030005.61+001626.7,45.0233821,0.2741103,Im,16.767,0.085,16.68,0.293,12.705,,8.903,,,,,,,,0000,0,0nnn,-411,662,1232,709,ABUU,,2M
J030004.83+001626.0,45.0201266,0.2738953,Im,17.876,0.21,16.758,0.328,12.501,,9.15,,,,,,,,0000,0,nnnn,774,1680,-1497,1794,BBUU,,2M
J025954.42+001440.4,44.9767801,0.2445746,Im,15.704,0.042,15.418,0.093,11.539,0.187,8.51,,,,,,,,0000,0,0nnn,288,242,-97,250,AABU,,2M
J025956.15+001459.2,44.9839813,0.2497966,Im,17.688,0.181,17.406,,12.264,,8.622,,,,,,,,0000,0,nnnn,-150,1445,445,1552,BUUU,,2M
J025953.52+001452.3,44.9730011,0.247885,Im,17.739,0.197,17.349,0.507,12.742,,9.047,,,,,,,,0000,0,nnnn,1130,1605,-369,1698,BCUU,,2M
J025959.06+001547.5,44.9960945,0.2632083,Im,17.678,0.177,16.834,,12.469,,8.928,,,,,,,,0000,0,nnnn,-1235,1474,-733,1568,BUUU,,2M
J025957.73+001546.2,44.9905536,0.2628438,Im,17.354,0.136,17.383,0.501,12.798,,9.148,,,,,,,,0000,0,nnnn,-54,1022,-467,1079,BCUU,,2M
J025952.22+001514.4,44.9676119,0.2540237,Im,17.757,0.192,17.021,,12.705,,8.977,,,,,,,,0000,0,nnnn,430,1617,302,1707,BUUU,,2M
J025952.50+001534.1,44.9687754,0.259488,Im,16.718,0.08,16.682,0.283,12.699,,9.15,,,,,,,,0000,0,nnnn,336,567,-728,596,ABUU,,2M
J025950.25+001531.7,44.9593894,0.2588279,Im,16.761,0.084,16.466,0.234,12.789,,8.861,,,,,,,,0000,0,nnnn,-1185,612,594,631,ABUU,,2M
J025952.46+001555.3,44.9685897,0.265366,Im,17.02,0.103,16.214,0.183,12.545,,9.213,,,,,,,,0000,0,0nnn,-442,727,-2,760,ABUU,,2M
J025951.42+001603.8,44.9642518,0.2677427,Im,17.816,0.199,16.725,,12.524,,8.688,,,,,,,,0000,0,nnnn,223,1756,1252,1843,BUUU,,2M
J025956.80+001609.8,44.9866831,0.269398,Im,16.876,0.095,16.5,0.241,12.755,,9.168,,,,,,,,0000,0,nnnn,-677,655,136,684,ABUU,,2M
J025955.90+001614.7,44.9829395,0.2707666,Im,17.647,0.183,16.99,,12.364,,8.437,,,,,,,,0000,0,nnnn,314,1680,-1146,1743,BUUU,,2M
J025952.46+001608.9,44.9686188,0.2691607,Im,16.759,0.084,16.13,0.173,12.839,,9.144,,,,,,,,d000,0,0nnn,85,567,713,604,ABUU,,2M
J025959.82+001607.3,44.9992594,0.2687051,Im,17.079,0.106,16.709,,12.513,0.515,9.137,,,,,,,,0000,0,nnnn,-858,815,-793,838,AUCU,,2M
J025957.59+001614.1,44.989977,0.2706106,Im,16.925,0.095,16.982,0.384,12.635,,9.224,,,,,,,,0000,0,nnnn,578,729,-51,755,ACUU,,2M
J025959.54+001640.8,44.9980987,0.2780082,Im,17.236,0.119,16.766,,12.242,,9.231,,,,,,,,0000,0,nnnn,-47,893,-1799,956,BUUU,,2M
J030002.45+001642.9,45.0102456,0.2785976,Im,17.077,0.111,16.853,,12.671,,8.663,,,,,,,,0000,0,nnnn,196,894,102,952,BUUU,,2M
J030003.97+001653.4,45.0165781,0.2815113,Im,17.537,0.158,16.686,,12.805,,8.716,,,,,,,,0000,0,nnnn,-164,1361,24,1438,BUUU,,2M
J030001.54+001636.0,45.0064178,0.2766848,Im,17.142,0.112,16.801,0.321,12.725,,8.908,,,,,,,,0000,0,nnnn,-18,859,-276,912,BBUU,,2M
J030001.87+001706.4,45.0078254,0.2851218,Im,17.356,0.137,17.026,,12.753,,8.48,,,,,,,,0000,0,nnnn,-99,1156,-934,1211,BUUU,,2M
J025957.51+001631.3,44.9896652,0.2753816,Im,16.461,0.07,16.435,0.224,12.852,,9.037,,,,,,,,0000,0,0nnn,-536,460,287,482,ABUU,,2M
J025957.89+001648.3,44.9912235,0.2800862,Im,15.44,0.038,15.36,0.089,12.433,,8.884,,,,,,,,0000,0,1nnn,-272,187,48,195,AAUU,,2M
J025957.38+001647.1,44.9891162,0.2797655,Im,17.155,0.122,17.327,0.519,12.681,0.5,8.985,,,,,,,,0000,0,nnnn,1154,1076,533,1045,BCCU,,2M
J025956.11+001637.4,44.9838033,0.2770741,Im,16.651,0.076,16.329,0.207,12.79,,9.048,,,,,,,,0000,0,0nnn,273,518,-43,554,ABUU,,2M
J025955.24+001641.9,44.980197,0.2783125,Im,17.813,0.203,16.812,,12.762,,9.135,,,,,,,,0000,0,nnnn,440,2088,-1222,2153,BUUU,,2M
J025957.67+001659.3,44.9903233,0.2831508,Im,15.192,0.034,15.288,0.089,12.295,,9.093,,16.152,0.099,15.537,0.108,15.73,0.243,0000,0,0nnn,68,153,-120,161,AAUU,0.628,2M
J025959.01+001716.3,44.9958971,0.2878646,Im,13.067,0.024,13.081,0.027,12.264,,9.273,,13.574,0.025,13.194,0.031,13.125,0.037,0000,0,00nn,-20,41,-20,42,AAUU,0.368,2M
J030000.29+001731.3,45.0012372,0.2920414,Im,17.032,0.106,16.511,0.24,12.6,,9.093,,,,,,,,0000,0,nnnn,541,828,429,876,ABUU,,2M
J030041.04+000934.6,45.171012,0.1596307,Im,17.678,0.183,16.879,,12.69,,8.873,,,,,,,,0000,0,nnnn,687,1559,510,1661,BUUU,,2M
J030042.18+000952.2,45.1757627,0.1645166,Im,17.182,0.192,16.235,0.276,11.951,,9.064,,,,,,,,0000,0,nnnn,1620,1034,1674,1255,BBUU,,2M
J030042.12+000958.1,45.17551,0.16615,Im,16.504,0.064,15.981,0.151,12.276,,9.163,,,,,,,,0000,0,0nnn,177,439,-777,466,ABUU,,2M
J030044.15+000947.3,45.1839904,0.1631582,Im,13.631,0.025,13.529,0.03,12.303,,9.055,,14.547,0.033,13.989,0.043,13.77,0.051,0000,0,11nn,26,50,-8,51,AAUU,0.25,2M
J030045.22+000957.2,45.1884241,0.1659056,Im,17.016,0.097,16.341,0.205,12.115,,8.592,,,,,,,,0000,0,nnnn,-79,684,2651,732,ABUU,,2M
J030046.10+000956.7,45.192085,0.1657711,Im,14.971,0.033,14.663,0.058,11.888,,8.887,,16.724,0.184,15.966,0.19,15.425,0.209,0000,0,00nn,224,122,161,130,AAUU,0.335,2M
J030046.88+001001.6,45.1953609,0.167113,Im,16.781,0.086,16.289,0.204,12.39,0.424,8.602,,,,,,,,0000,0,nnnn,600,575,-340,618,ABCU,,2M
J030043.07+000958.3,45.1794955,0.1661952,Im,17.274,0.12,16.517,0.244,12.671,,8.843,,,,,,,,0000,0,nnnn,1006,867,614,923,BBUU,,2M
J030044.13+001015.9,45.18391,0.17111,Im,17.57,0.158,16.932,0.362,12.315,,8.317,,,,,,,,0000,0,nnnn,647,1230,-241,1334,BCUU,,2M
J030039.76+000941.8,45.1657007,0.161627,Im,17.619,0.162,16.889,0.351,12.372,,9.063,,,,,,,,0000,0,nnnn,-152,1283,1094,1389,BBUU,,2M
J030041.39+001007.5,45.1724747,0.1687639,Im,17.28,0.126,16.622,0.266,12.245,,9.318,,,,,,,,0000,0,nnnn,895,947,281,1015,BBUU,,2M
J030039.06+000959.0,45.1627578,0.1663897,Im,17.282,0.128,16.832,,12.41,,8.899,,,,,,,,0000,0,nnnn,835,995,-289,1066,BUUU,,2M
J030043.35+001035.2,45.1806297,0.1764658,Im,15.437,0.039,15.373,0.092,12.706,,9.112,,16.397,0.123,15.62,0.123,15.435,0.196,0000,0,1nnn,-32,175,-106,189,AAUU,0.809,2M
J030047.79+001016.9,45.1991323,0.1713732,Im,17.452,0.143,16.77,,12.565,,8.768,,,,,,,,0000,0,nnnn,289,1236,-212,1297,BUUU,,2M
J030046.46+001038.5,45.1935861,0.177368,Im,17.217,0.121,16.975,,12.634,,8.935,,,,,,,,0000,0,nnnn,539,929,700,999,BUUU,,2M
J030048.12+001055.4,45.2005326,0.1820644,Im,17.911,0.217,16.992,,12.069,,8.987,,,,,,,,0000,0,nnnn,-128,2050,1872,2194,BUUU,,2M
J030050.96+001053.4,45.2123451,0.1815172,Im,15.521,0.039,15.035,0.069,12.635,,8.91,,,,,,,,0000,0,11nn,-49,179,334,192,AAUU,,2M
J030049.22+001052.8,45.2050952,0.1813423,Im,17.707,0.193,16.855,0.317,12.549,,8.377,,,,,,,,0000,0,nnnn,-1297,1431,10,1523,BBUU,,2M
J030050.15+001103.7,45.2089593,0.1843887,Im,16.929,0.096,16.349,0.212,12.568,,8.735,,,,,,,,0000,0,nnnn,1251,660,-51,692,ABUU,,2M
J030044.19+001049.4,45.1841412,0.1804061,Im,16.661,0.077,16.866,0.332,12.655,,8.66,,,,,,,,0000,0,0nnn,-104,557,128,590,ABUU,,2M
J030043.48+001106.1,45.1812048,0.1850474,Im,16.484,0.068,15.962,0.145,12.663,,8.836,0.45,,,,,,,0000,0,1nnn,-30,433,-358,467,ABUC,,2M
J030042.43+001114.0,45.1767933,0.1872448,Im,16.01,0.048,15.855,0.123,12.187,,9.072,,,,,,,,0000,0,1nnn,146,283,127,300,ABUU,,2M
J030047.22+001145.1,45.1967905,0.1958694,Im,17.356,0.136,17.35,0.498,12.256,,8.981,,,,,,,,0000,0,nnnn,-831,1031,-204,1090,BCUU,,2M
J030045.37+001138.1,45.1890476,0.1939276,Im,16.997,0.101,16.861,0.324,12.684,,9.062,,,,,,,,0000,0,nnnn,-524,724,711,776,ABUU,,2M
J030036.62+001013.1,45.1526217,0.1703166,Im,13.55,0.025,13.112,0.027,9.864,0.046,8.036,0.204,15.911,0.111,15.047,0.099,14.208,0.09,0000,4,111n,-79,80,-26,106,AAAB,0.174,2M
J030039.06+001033.9,45.1627879,0.176106,Im,17.941,0.217,16.806,,12.672,,9.182,,,,,,,,0000,0,nnnn,-589,2025,-1399,2113,BUUU,,2M
J030035.28+001044.8,45.1470052,0.1791184,Im,17.244,0.122,16.626,0.265,12.502,,9.083,,,,,,,,0000,0,nnnn,-654,884,-726,953,BBUU,,2M
J030037.48+001101.4,45.1561874,0.1837438,Im,16.342,0.057,16.48,0.219,12.489,,8.77,,,,,,,,d000,0,1nnn,308,396,122,416,ABUU,,2M
J030036.81+001100.3,45.1534086,0.1834355,Im,17.679,0.168,17.451,0.539,12.617,,8.983,,,,,,,,0000,0,nnnn,2246,1364,-3931,1441,BCUU,,2M
J030040.00+001057.1,45.1666965,0.1825305,Im,16.002,0.047,16.303,0.185,12.512,,8.997,,,,,,,,0000,0,0nnn,-303,290,19,308,ABUU,,2M
J030039.62+001114.4,45.1650953,0.1873374,Im,17.912,0.205,17.473,,12.289,,9.122,,,,,,,,0h00,0,nnnn,-1064,1786,164,1926,BUUU,,2M
J030039.54+001130.8,45.1647688,0.1919024,Im,16.812,0.087,16.038,0.156,12.454,,8.525,,,,,,,,hh00,0,nnnn,-210,560,-220,595,ABUU,,2M
J030035.44+001117.7,45.1476887,0.1882506,Im,17.711,0.182,16.895,,12.476,,9.081,,,,,,,,0000,0,nnnn,-731,1546,-326,1642,BUUU,,2M
J030033.55+001122.2,45.1398138,0.1895076,Im,17.843,0.202,16.761,,12.708,,9.186,,,,,,,,0000,0,nnnn,437,1734,170,1832,BUUU,,2M
J030034.78+001140.6,45.1449383,0.1946217,Im,17.55,0.159,17.416,,12.591,,9.107,,,,,,,,0000,0,nnnn,1063,1205,-4155,1316,BUUU,,2M
J030035.31+001154.8,45.1471268,0.1985687,Im,16.657,0.071,16.149,0.164,12.656,0.523,9.093,,,,,,,,0000,0,0nnn,-454,513,-119,536,ABCU,,2M
J030036.67+001201.3,45.1528076,0.2003801,Im,13.826,0.025,13.77,0.033,12.543,,9.05,,14.856,0.045,14.166,0.048,13.922,0.064,0h00,0,01nn,52,56,-18,58,AAUU,0.208,2M
J030041.77+001126.0,45.174046,0.1905699,Im,17.816,0.189,17.318,0.471,12.093,,8.978,,,,,,,,0h00,0,nnnn,772,1673,533,1810,BCUU,,2M
J030042.17+001155.5,45.1757394,0.1987604,Im,17.065,0.107,16.49,0.244,12.555,,8.804,,,,,,,,hh00,0,nnnn,-790,783,-126,828,ABUU,,2M
J030043.21+001201.4,45.180077,0.2004135,Im,17.456,0.141,17.01,0.364,12.295,,9.109,,,,,,,,0000,0,nnnn,-1182,1200,-723,1254,BCUU,,2M
J030043.97+001159.8,45.1832483,0.1999683,Im,15.703,0.041,15.718,0.113,12.689,,9.187,,16.624,0.162,16.36,,15.472,0.199,0000,0,0nnn,-103,230,39,246,ABUU,0.145,2M
J030039.59+001200.4,45.1649923,0.200129,Im,9.301,0.022,9.337,0.02,9.266,0.035,9.133,0.502,9.652,0.023,9.45,0.025,9.349,0.019,0000,0,110n,-18,26,-81,25,AAAC,0.544,2M
J030042.18+001219.6,45.1757745,0.2054488,Im,16.311,0.06,16.28,0.206,12.348,,8.954,,,,,,,,0h00,0,1nnn,319,400,707,420,ABUU,,2M
J030043.31+001237.1,45.1804743,0.2103121,Im,17.559,0.151,17.268,0.451,12.621,,8.591,,,,,,,,0000,0,nnnn,2437,1327,1017,1420,BCUU,,2M
J030053.30+001136.2,45.2220907,0.1933969,Im,17.889,0.207,16.793,0.312,12.577,,9.02,,,,,,,,0000,0,nnnn,-2686,1529,795,1655,BBUU,,2M
J030053.09+001149.2,45.2212126,0.1970095,Im,17.589,0.168,16.981,0.367,12.679,,8.85,,,,,,,,0000,0,nnnn,383,1330,51,1428,BCUU,,2M
J030054.04+001151.8,45.2251945,0.1977322,Im,16.904,0.091,16.474,0.231,12.361,,9.009,,,,,,,,0000,0,nnnn,227,670,-313,701,ABUU,,2M
J030051.82+001134.6,45.2159438,0.1929623,Im,17.138,0.116,16.358,0.206,12.48,,8.783,,,,,,,,0000,0,nnnn,-764,817,-385,879,BBUU,,2M
J030050.22+001143.7,45.2092596,0.1954742,Im,16.845,0.088,16.514,0.239,12.695,,9.032,,,,,,,,0000,0,nnnn,256,610,163,657,ABUU,,2M
J030054.73+001155.6,45.2280453,0.198795,Im,17.912,0.21,16.988,,12.098,,8.986,,,,,,,,0000,0,nnnn,4237,1844,-886,1861,BUUU,,2M
J030057.37+001212.5,45.2390594,0.2034911,Im,15.683,0.043,15.312,0.085,11.881,,8.476,,,,,,,,0000,0,0nnn,5,214,-249,228,AAUU,,2M
J030055.40+001243.5,45.2308643,0.2121095,Im,15.784,0.047,15.504,0.102,12.23,,8.722,,,,,,,,0000,0,0nnn,-359,252,9,269,AAUU,,2M
J030051.64+001210.6,45.2151729,0.2029605,Im,17.574,0.159,16.777,,12.495,,8.678,,,,,,,,0000,0,nnnn,560,1319,2164,1389,BUUU,,2M
J030051.44+001230.3,45.2143458,0.2084365,Im,17.7,0.182,17.385,0.52,12.352,,9.099,,,,,,,,0000,0,nnnn,-827,1556,-443,1614,BCUU,,2M
J030048.88+001213.9,45.2036994,0.2038713,Im,15.779,0.045,14.594,0.056,10.386,0.07,7.599,0.133,,,,,,,0000,0,110n,-111,205,158,223,AAAB,,2M
J030053.00+001227.3,45.2208489,0.2075868,Im,16.193,0.056,15.834,0.127,12.592,,8.742,,,,,,,,0000,0,0nnn,231,330,274,355,ABUU,,2M
J030052.02+001243.5,45.2167764,0.2121092,Im,17.874,0.214,17.133,,12.298,,8.858,,,,,,,,0000,0,nnnn,-175,1774,-696,1947,BUUU,,2M
J030052.42+001300.7,45.2184368,0.2168766,Im,16.629,0.077,16.096,0.165,12.212,,8.783,,,,,,,,0000,0,nnnn,794,512,-360,535,ABUU,,2M
J030058.36+001237.4,45.2431781,0.2104001,Im,17.835,0.197,16.856,,12.551,,9.198,0.537,,,,,,,0000,0,nnnn,1477,1691,869,1801,BUUC,,2M
J030059.12+001249.8,45.2463377,0.2138346,Im,17.409,0.137,17.183,,12.482,,9.036,,,,,,,,0000,0,nnnn,75,1142,266,1233,BUUU,,2M
J030057.05+001250.7,45.2377176,0.2140983,Im,17.301,0.125,17.039,0.406,12.474,,8.945,,,,,,,,0000,0,nnnn,458,988,-256,1027,BCUU,,2M
